Source,Sink,Connected
1933312,3025121,1
3025121,3178930,1
3178930,1250191,1
3178930,4358590,1
3178930,854764,1
3178930,3765838,1
3178930,154830,1
3178930,4171463,1
3178930,4586766,1
3178930,1797000,1
3178930,4591898,1
1291514,3072002,1
4052990,3072002,1
2177982,3072002,1
1122560,2351112,1
2261005,571350,1
2261005,3638992,1
2261005,661704,1
661704,4327869,1
661704,3969997,1
661704,2342205,1
2342205,865410,1
865410,2393166,1
865410,2192612,1
865410,2083543,1
865410,3862174,1
2619379,90125,1
714035,90125,1
1660431,90125,1
3024134,1990675,1
3096596,966821,1
3096596,2383012,1
3096596,1834156,1
3096596,4075408,1
3096596,4387754,1
3096596,4367101,1
3096596,5023,1
3096596,3006246,1
3096596,4034977,1
3096596,4026657,1
3096596,1200323,1
20388,1105946,1
2619379,1105946,1
3472025,1105946,1
2826267,1726200,1
2826267,4628252,1
2826267,2637680,1
2826267,4431018,1
2826267,759828,1
759828,2253950,1
759828,1483521,1
759828,4244256,1
759828,3401715,1
759828,4446400,1
759828,4645078,1
1097755,310189,1
1097755,1492534,1
1097755,1917159,1
1097755,312146,1
312146,4005300,1
312146,4001955,1
312146,324401,1
324401,3580550,1
324401,1494055,1
1494055,255098,1
1494055,105558,1
3940380,1852032,1
3940380,513195,1
3940380,3238763,1
3940380,4566491,1
3940380,1113354,1
3940380,1405393,1
3940380,3836367,1
3940380,933378,1
3940380,4538717,1
3940380,968303,1
3940380,1880354,1
4825117,3483783,1
4825117,2791330,1
4825117,259207,1
4825117,3219232,1
4825117,4334688,1
4825117,3256132,1
4825117,1674651,1
4825117,2334621,1
4825117,3291615,1
4825117,4391973,1
4825117,2977020,1
3711007,68706,1
68706,1191385,1
68706,1834637,1
68706,3524229,1
68706,1996125,1
68706,146501,1
68706,4277714,1
68706,675234,1
68706,4212103,1
68706,774723,1
68706,3995828,1
3553485,483355,1
1763327,483355,1
3407905,4198233,1
3407905,1538063,1
3407905,4714877,1
3407905,3999449,1
3407905,3180565,1
3407905,2132072,1
3407905,314338,1
3407905,3007594,1
3407905,2031319,1
3407905,2403763,1
2403763,4014047,1
3314478,901150,1
3247133,901150,1
745007,901150,1
1032219,1902799,1
1032219,1764720,1
1032219,4075339,1
1032219,857869,1
1032219,3776130,1
1032219,2266761,1
1032219,4615814,1
1032219,3680885,1
1032219,1366120,1
1032219,3350700,1
1032219,1815599,1
2826278,583821,1
583821,2498039,1
583821,4541312,1
583821,1016603,1
1016603,1082077,1
1016603,1991608,1
1991608,2861166,1
1991608,712129,1
1991608,3938275,1
1991608,2730639,1
1991608,2892675,1
4751399,2516293,1
4751399,4106625,1
4751399,4847778,1
4751399,1072757,1
4751399,1205781,1
4751399,4791769,1
4751399,1818285,1
4751399,3520803,1
4751399,2863760,1
4751399,3650767,1
3650767,3127945,1
1327147,3427357,1
1327147,3819231,1
1327147,998412,1
1327147,2136764,1
1327147,3931026,1
1327147,2422945,1
1327147,4501851,1
1327147,3763368,1
1327147,2363674,1
1327147,3492138,1
1327147,2028796,1
4128817,4164269,1
4128817,1136417,1
4128817,2860873,1
4128817,2886631,1
4128817,4227737,1
4128817,2245593,1
4128817,474748,1
4128817,2754322,1
4128817,305410,1
4128817,1133669,1
4128817,4215467,1
606263,2358525,1
606263,1402963,1
606263,4141677,1
606263,4522852,1
606263,4744598,1
606263,3557154,1
606263,3489826,1
606263,3259572,1
3259572,4529316,1
3259572,1931535,1
3259572,3186497,1
20388,3088440,1
740572,3088440,1
2661137,3088440,1
3178553,4575371,1
3178553,3869571,1
3178553,4010735,1
3178553,1556932,1
3178553,3005217,1
3178553,3948267,1
3178553,2906583,1
3178553,1416529,1
1416529,4719533,1
1416529,771279,1
1416529,4082030,1
1368123,1805044,1
1805044,1573007,1
1805044,4470177,1
1805044,610253,1
1805044,1095134,1
1805044,1842645,1
1805044,4137429,1
1805044,955659,1
1805044,2665247,1
1805044,1362176,1
1805044,2568139,1
3768380,1360169,1
3768380,1894617,1
3768380,220879,1
3768380,349146,1
3768380,2964286,1
3768380,2000589,1
3768380,4745392,1
3768380,3336777,1
3768380,1207559,1
3768380,437920,1
3768380,674691,1
4497472,1638521,1
4497472,2404864,1
4497472,2574350,1
4497472,251792,1
4497472,2802379,1
2802379,301907,1
2802379,1592716,1
2802379,4338215,1
2802379,4611714,1
2802379,1060614,1
2802379,167957,1
2757027,3416132,1
1953662,3416132,1
714035,3416132,1
4399173,2342205,1
2342205,865410,1
865410,2393166,1
865410,2192612,1
865410,2083543,1
865410,3862174,1
865410,3976164,1
3976164,1737080,1
1737080,3712498,1
1737080,4306935,1
1737080,2639068,1
2924614,871525,1
2924614,4241377,1
2924614,371716,1
2924614,1905523,1
1905523,1741379,1
1905523,4854080,1
1905523,663713,1
663713,3829041,1
663713,1425397,1
663713,152227,1
663713,1712952,1
3174668,3080263,1
2757027,3080263,1
4673870,3080263,1
2324352,2302024,1
1242778,2302024,1
4865997,2302024,1
478279,4177994,1
158823,4177994,1
4275635,4177994,1
1326339,1491019,1
1686554,1491019,1
4009971,1491019,1
3629131,2560364,1
3629131,1647369,1
3629131,1594988,1
1594988,2101230,1
1594988,2678363,1
1594988,4119397,1
1594988,2042222,1
1594988,4274789,1
1594988,4549291,1
1594988,3644526,1
1594988,3629598,1
1392717,4355015,1
4355015,4697045,1
4355015,126882,1
4355015,2292419,1
4355015,1079047,1
4355015,4851090,1
4355015,695611,1
4355015,2514922,1
4355015,1985062,1
4355015,3536413,1
4355015,1815785,1
2891857,2571463,1
2891857,1741362,1
2891857,4122618,1
2891857,3601631,1
2891857,3534514,1
2891857,2354884,1
2891857,3967904,1
2891857,1455353,1
2891857,2497946,1
2891857,4551531,1
2891857,877869,1
20388,4169815,1
144710,4169815,1
1802489,819288,1
3318300,819288,1
3216506,819288,1
2984603,1974361,1
448823,1974361,1
714035,1974361,1
4726874,716659,1
4726874,4847918,1
4847918,4383649,1
4847918,4781616,1
4847918,3744460,1
4847918,35266,1
4847918,113052,1
4847918,1866519,1
4847918,335187,1
4847918,2443914,1
2443914,1884638,1
475232,2246513,1
475232,3709012,1
475232,4520863,1
475232,383766,1
475232,4022691,1
475232,2020559,1
475232,4031504,1
475232,1832777,1
475232,407578,1
475232,4178366,1
4178366,2210034,1
1310817,4388874,1
1310817,4109595,1
1310817,1139433,1
1139433,629046,1
629046,1027216,1
1027216,1972360,1
1972360,4157028,1
1972360,4213609,1
1972360,1164463,1
1972360,1012688,1
1972360,2562223,1
532578,2660749,1
532578,1758899,1
532578,3332459,1
532578,1778002,1
1778002,819885,1
1778002,2896315,1
2896315,3251800,1
3251800,1751208,1
3251800,3705427,1
3251800,4609702,1
4609702,916842,1
311395,2469759,1
311395,994197,1
311395,3722929,1
311395,1217403,1
311395,3538259,1
311395,201798,1
311395,2418505,1
311395,40501,1
311395,1455001,1
311395,98320,1
311395,1721413,1
1114213,1821353,1
1114213,2325781,1
1114213,4535857,1
1114213,1629581,1
1114213,2743030,1
1114213,4111617,1
1114213,1517945,1
1114213,4677528,1
1114213,1065871,1
1114213,2326870,1
1114213,407208,1
2220133,1204915,1
2220133,772706,1
2220133,2308723,1
2220133,1719651,1
2220133,2773815,1
2220133,4530005,1
2220133,1377960,1
2220133,1016378,1
2220133,2691474,1
2220133,1520368,1
2220133,2737539,1
1278054,4612815,1
4612815,707257,1
4612815,3377456,1
3377456,1759271,1
1759271,1212062,1
1759271,2943862,1
1759271,2398756,1
1759271,1518443,1
1759271,4581491,1
1759271,4854513,1
1759271,3898497,1
614504,2805603,1
614504,3572905,1
614504,1348494,1
614504,675931,1
614504,636380,1
614504,1951481,1
614504,1817776,1
614504,4585839,1
614504,2194904,1
614504,1011586,1
614504,2270403,1
1187945,451855,1
1187945,2151673,1
1187945,2711818,1
1187945,4616463,1
1187945,206750,1
1187945,2895325,1
1187945,4308193,1
1187945,3523884,1
1187945,1659743,1
1187945,2271278,1
1187945,1441040,1
3792997,4000427,1
3792997,329006,1
3792997,4227266,1
3792997,2529946,1
3792997,3279369,1
3792997,1538707,1
3792997,1016552,1
3792997,1156687,1
3792997,2710452,1
3792997,3486974,1
3792997,4683774,1
3670317,254059,1
848620,254059,1
1802489,254059,1
3807533,3571822,1
2044305,3571822,1
1108399,3571822,1
2619379,4186227,1
2984603,4186227,1
2057013,4186227,1
2930986,1310839,1
1696837,1310839,1
1638122,1310839,1
20388,1187964,1
2619379,1187964,1
2984603,1187964,1
1360006,2132445,1
1360006,4400506,1
1360006,711824,1
1360006,4504715,1
1360006,2566765,1
1360006,986508,1
1360006,2550013,1
1360006,4038105,1
1360006,4534165,1
1360006,166420,1
1360006,4092692,1
3645574,2491242,1
3645574,4259551,1
4259551,2931315,1
4259551,1890312,1
4259551,3722051,1
4259551,3081332,1
4259551,1726640,1
4259551,908350,1
4259551,4630898,1
4259551,3234964,1
4259551,3213642,1
1220744,787023,1
1220744,4732134,1
1220744,2445838,1
1220744,4721899,1
1220744,4429879,1
1220744,141680,1
141680,2740141,1
2740141,4456287,1
2740141,507819,1
2740141,769050,1
2740141,1032898,1
2250898,1548423,1
958601,4756165,1
958601,2485220,1
958601,460200,1
958601,1506544,1
958601,1731912,1
958601,3049092,1
958601,2839059,1
958601,397320,1
958601,404907,1
958601,4025218,1
958601,2967063,1
613826,2449547,1
1403971,4161676,1
2603095,4161676,1
2638090,4161676,1
20388,4571277,1
2619379,4571277,1
2984603,4571277,1
4350093,1227299,1
4350093,3583882,1
4350093,718939,1
4350093,3718261,1
4350093,883426,1
4350093,3903309,1
4350093,4685824,1
4350093,4830821,1
4350093,4652058,1
4652058,686237,1
4652058,3623776,1
4251792,2970413,1
4251792,3598156,1
4251792,1684505,1
4251792,191907,1
4251792,583821,1
583821,2498039,1
583821,4541312,1
583821,1016603,1
1016603,1082077,1
1016603,1991608,1
1991608,2861166,1
20388,90257,1
3247133,90257,1
740572,90257,1
2105491,4315961,1
4315961,3350388,1
4315961,3165403,1
4315961,4132821,1
4132821,4445347,1
4445347,3930017,1
3930017,4720169,1
3930017,1967715,1
3930017,1802489,1
3930017,2121362,1
3930017,3200341,1
1630356,1724002,1
1630356,1167304,1
1630356,2140916,1
1630356,1933544,1
1630356,1048101,1
1630356,2520699,1
1630356,1974056,1
1630356,3311027,1
1630356,4335132,1
1630356,2299674,1
1630356,3268179,1
671895,1690853,1
671895,1702417,1
1702417,1434229,1
1434229,4698566,1
4698566,1571283,1
4698566,4640953,1
4698566,4007211,1
4698566,2126374,1
2126374,1912588,1
2126374,4708733,1
2126374,4468205,1
3247133,852119,1
740572,852119,1
3553485,852119,1
245914,720274,1
245914,3728128,1
245914,888946,1
245914,4325806,1
245914,1607510,1
1607510,2714648,1
1607510,4737429,1
4737429,4397519,1
4737429,3955585,1
4737429,4314283,1
4314283,4710798,1
4669595,56463,1
4669595,4144466,1
4669595,784073,1
4669595,2861239,1
4669595,3068641,1
4669595,4374886,1
4374886,3860032,1
4374886,722688,1
4374886,4067096,1
4374886,2451750,1
4374886,164778,1
155804,3817210,1
3817210,4218526,1
3817210,3350388,1
3817210,3989690,1
3989690,1365243,1
3989690,4445347,1
4445347,3930017,1
3930017,4720169,1
3930017,1967715,1
3930017,1802489,1
3930017,2121362,1
2506906,3052373,1
2506906,2736989,1
2506906,1607496,1
2506906,1067820,1
2506906,1726133,1
2506906,437237,1
2506906,1647189,1
1647189,1222953,1
1647189,3832733,1
1647189,3973524,1
1647189,2243206,1
1403971,975007,1
663713,3829041,1
663713,1425397,1
663713,152227,1
663713,1712952,1
663713,4737429,1
4737429,4397519,1
4737429,3955585,1
4737429,4314283,1
4314283,4710798,1
4314283,1362740,1
4314283,3916638,1
4022436,2911433,1
2911433,1850312,1
2911433,704642,1
704642,1915083,1
704642,4061291,1
704642,919201,1
919201,2415417,1
919201,2780619,1
919201,3243837,1
919201,664502,1
919201,3678195,1
714035,8356,1
3465568,8356,1
3247133,8356,1
3023014,788499,1
3023014,423750,1
3023014,3533809,1
3023014,322705,1
3023014,746278,1
3023014,3679146,1
3023014,1792592,1
3023014,4564252,1
3023014,3288973,1
3023014,4745838,1
3023014,3695646,1
20388,3653797,1
2619379,3653797,1
1061533,3653797,1
3432616,415870,1
3432616,2242459,1
3432616,3053774,1
3432616,3645113,1
3432616,2399568,1
3432616,2555994,1
3432616,4444332,1
3432616,570107,1
3432616,1386522,1
3432616,2339870,1
3432616,4203580,1
3031208,2151850,1
3031208,4246714,1
3031208,2270612,1
3031208,4038926,1
3031208,472545,1
3031208,1598835,1
3031208,570747,1
3031208,3967833,1
3031208,1190951,1
1190951,3043579,1
1190951,3639198,1
1450153,3065172,1
1450153,2475700,1
1450153,2359631,1
2359631,423159,1
2359631,1427563,1
2359631,4167963,1
2359631,1872714,1
1872714,503475,1
1872714,3992759,1
1872714,3151068,1
3151068,1111442,1
1695915,20388,1
20388,1082285,1
20388,309849,1
20388,3584731,1
20388,2400171,1
20388,2290206,1
20388,2363223,1
20388,2915195,1
20388,1923067,1
20388,378738,1
20388,3440811,1
3104940,1684970,1
3104940,64925,1
3104940,752344,1
3104940,3054724,1
3104940,4270291,1
3104940,1901281,1
3104940,2532436,1
3104940,1020571,1
3104940,576154,1
3104940,1180165,1
3104940,985897,1
2309487,1048746,1
3938534,1048746,1
4265509,1048746,1
3317934,1322106,1
3317934,454478,1
454478,2387622,1
454478,3221655,1
454478,4849215,1
454478,150825,1
454478,1755239,1
454478,544827,1
454478,180753,1
454478,276096,1
276096,1827210,1
2984603,639157,1
98402,639157,1
1660431,639157,1
3989690,1365243,1
3989690,4445347,1
4445347,3930017,1
3930017,4720169,1
4720169,2449457,1
2449457,2469354,1
2449457,3291892,1
2449457,2198231,1
2449457,2818647,1
2449457,3832925,1
2449457,3985802,1
2187451,2263331,1
2263331,1283775,1
1283775,3385133,1
3385133,3458,1
3385133,1490603,1
1490603,1188960,1
1490603,4568656,1
1490603,2184895,1
1490603,2311349,1
1490603,2043003,1
1490603,4750152,1
745007,4710588,1
254581,4710588,1
1341632,4710588,1
20388,2556091,1
3314478,2556091,1
1802489,2556091,1
1196225,2062768,1
1196225,973374,1
1196225,585517,1
1196225,4833399,1
1196225,1803629,1
1196225,2931986,1
1196225,95924,1
1196225,1611493,1
1196225,4486144,1
1196225,594031,1
1196225,1803564,1
621120,2031809,1
876619,2031809,1
1279353,2031809,1
3691952,2351301,1
1763327,762056,1
2433389,762056,1
3824346,762056,1
786633,809982,1
786633,2384203,1
786633,2529192,1
786633,3126590,1
786633,3266869,1
3266869,1054633,1
1054633,1341632,1
1341632,3341003,1
1341632,2259903,1
1341632,223330,1
1341632,2985448,1
20388,311498,1
2619379,311498,1
2984603,311498,1
3552495,4669648,1
3691952,4669648,1
2809458,4669648,1
20388,4587728,1
3691952,4587728,1
740572,4587728,1
2549365,2277589,1
4544917,2277589,1
343716,2277589,1
2549365,3547349,1
3174668,3547349,1
3314478,3547349,1
1630423,2555088,1
1630423,247783,1
247783,4636446,1
247783,4053029,1
247783,4832223,1
247783,4593423,1
4593423,1562061,1
1562061,4523057,1
1562061,4091787,1
1562061,3463129,1
1562061,633187,1
4505818,4227478,1
4505818,3515653,1
4505818,1511425,1
4505818,17394,1
4505818,965908,1
4505818,1906410,1
4505818,2811547,1
4505818,3692071,1
4505818,2477222,1
4505818,3501458,1
4505818,1844937,1
2719963,727639,1
727639,3251589,1
3251589,4147834,1
3251589,413758,1
3251589,1105573,1
1105573,2478253,1
2478253,2459435,1
2478253,1105233,1
2478253,4137429,1
2478253,1424720,1
2478253,2648593,1
3039452,2407130,1
3039452,2224788,1
3039452,1242707,1
3039452,3585381,1
3039452,2936316,1
3039452,4541344,1
3039452,3821812,1
3039452,2804111,1
3039452,4555738,1
3039452,4033198,1
3039452,3649457,1
1360090,1136118,1
1360090,4847918,1
4847918,4383649,1
4847918,4781616,1
4847918,3744460,1
4847918,35266,1
4847918,113052,1
4847918,1866519,1
4847918,335187,1
4847918,2443914,1
2443914,1884638,1
2984603,3743967,1
2177945,3743967,1
448823,3743967,1
1438125,2064607,1
2553285,2064607,1
3857721,2064607,1
2810556,4161763,1
1635105,4161763,1
2405212,4161763,1
2982118,3074136,1
2982118,4125389,1
2982118,2278898,1
2982118,2747451,1
2982118,656388,1
2982118,3453238,1
2982118,3918414,1
2982118,3914332,1
2982118,4703614,1
2982118,3799086,1
2982118,607268,1
1260507,1450214,1
2984603,1450214,1
4716010,1450214,1
714035,3113197,1
3247133,3113197,1
740572,3113197,1
20388,1835245,1
2984603,1835245,1
888836,1835245,1
4052990,4554989,1
1793311,4554989,1
2810556,4554989,1
319732,3316977,1
319732,2015738,1
319732,3177922,1
319732,3328639,1
319732,1052340,1
319732,2086937,1
319732,4424670,1
319732,614326,1
319732,1311163,1
1311163,3557282,1
1311163,697321,1
20388,475380,1
2757027,475380,1
2452371,475380,1
2752758,3061931,1
3061931,2739333,1
2739333,2753435,1
2739333,2740141,1
2740141,4456287,1
2740141,507819,1
2740141,769050,1
2740141,1032898,1
2740141,2437337,1
2740141,1134838,1
2740141,1577653,1
20388,4743417,1
2619379,4743417,1
2930986,4743417,1
1865592,3096828,1
666255,3096828,1
3162560,3096828,1
573693,3293066,1
573693,80372,1
573693,1287527,1
573693,1837971,1
573693,3066550,1
573693,2343104,1
573693,3842793,1
573693,3216165,1
573693,1690853,1
573693,2514544,1
573693,4811806,1
2856321,1990908,1
614019,1990908,1
3824346,1990908,1
2089216,3082506,1
2089216,4846788,1
2089216,862645,1
862645,3087767,1
862645,4443546,1
862645,4701003,1
862645,2925371,1
862645,2835069,1
862645,3247358,1
862645,3676725,1
862645,629753,1
1599992,368896,1
1381254,368896,1
4175026,368896,1
20388,3145991,1
3376555,3145991,1
3314478,3145991,1
319752,1910777,1
319752,1500574,1
319752,1455447,1
319752,2031872,1
319752,1791647,1
319752,3368687,1
319752,2597781,1
319752,3309609,1
319752,2713388,1
319752,1095600,1
319752,1949709,1
3318025,993017,1
993017,4737429,1
4737429,4397519,1
4737429,3955585,1
4737429,4314283,1
4314283,4710798,1
4314283,1362740,1
4314283,3916638,1
3916638,2357542,1
3916638,2869768,1
3916638,4631235,1
2638090,1032931,1
2638090,358827,1
2638090,2401401,1
2638090,2233917,1
2638090,4742068,1
2638090,605560,1
605560,4561961,1
605560,1188268,1
1188268,4444728,1
1188268,4149071,1
4149071,1359826,1
2258984,3375372,1
3424526,1868483,1
3424526,1414919,1
3424526,2645195,1
3424526,1631576,1
3424526,1893642,1
3424526,2435976,1
3424526,4853646,1
3424526,3081813,1
3424526,1110471,1
3424526,1064515,1
3424526,4376736,1
1220879,4679545,1
1220879,493002,1
1220879,3101377,1
1220879,637492,1
1220879,4799859,1
1220879,1135932,1
1135932,2061150,1
2061150,3275002,1
3275002,1130678,1
3275002,4859244,1
4859244,4349861,1
2791664,4268303,1
919552,4268303,1
